id,title,vote_average,vote_count,revenue,budget,popularity,genres,release_date,imdb_id,production_countries,original_language,ROI
13387,Transporter 3,6.142,3097,108979549,30000000,25.008,"Action, Adventure, Thriller, Crime",2008-11-26,tt1129442,"France, United States of America",en,2.6326516333333334
258216,Nymphomaniac: Vol. I,6.882,3096,13545832,0,10.485,Drama,2013-12-25,tt1937390,"Belgium, Denmark, France, Germany, United Kingdom",en,2318893.3636363638
55779,Final Destination 5,6.093,3096,157887643,47000000,37.981,"Horror, Mystery",2011-08-12,tt1622979,United States of America,en,2.3593115531914894
72331,Abraham Lincoln: Vampire Hunter,5.718,3093,116471580,69000000,44.462,"Action, Fantasy, Horror",2012-06-20,tt1611224,United States of America,en,0.6879939130434782
942,Lethal Weapon 2,7.006,3092,227853986,25000000,25.785,"Action, Adventure, Comedy, Crime, Thriller",1989-07-07,tt0097733,United States of America,en,8.11415944
252,Willy Wonka & the Chocolate Factory,7.483,3091,4000000,3000000,34.56,"Family, Fantasy, Comedy",1971-06-29,tt0067992,United States of America,en,0.3333333333333333
2164,Stargate,6.978,3090,196567262,55000000,24.078,"Action, Adventure, Science Fiction",1994-10-28,tt0111282,"France, United States of America",en,2.5739502181818184
94329,The Raid,7.421,3089,9148519,1100000,26.696,"Action, Thriller, Crime",2012-03-23,tt1899353,"France, Indonesia, United States of America",id,7.316835454545455
1598,Cape Fear,7.255,3087,182300000,35000000,22.32,Thriller,1991-11-13,tt0101540,United States of America,en,4.208571428571428
314,Catwoman,4.585,3087,82102379,100000000,22.532,"Action, Fantasy, Mystery, Crime",2004-07-22,tt0327554,United States of America,en,-0.17897621
429197,Vice,7.051,3086,76073488,60000000,10.687,"Comedy, Drama",2018-12-25,tt6266538,United States of America,en,0.2678914666666667
8487,Wild Wild West,5.314,3086,222104681,170000000,22.651,"Action, Adventure, Comedy, Science Fiction, Western",1999-06-30,tt0120891,United States of America,en,0.30649812352941175
871,Planet of the Apes,7.643,3086,32589624,5800000,40.773,"Science Fiction, Adventure, Drama, Action",1968-02-07,tt0063442,United States of America,en,4.618900689655172
816,Austin Powers: International Man of Mystery,6.553,3084,67711748,16500000,24.971,"Science Fiction, Comedy, Crime",1997-05-02,tt0118655,"Germany, United States of America",en,3.103742303030303
278924,Mechanic: Resurrection,5.972,3083,125729635,40000000,29.25,"Action, Crime, Thriller",2016-08-25,tt3522806,"France, United States of America, Thailand",en,2.143240875
265195,Wild Tales,7.869,3081,27007072,4000000,15.063,"Drama, Thriller, Comedy",2014-08-21,tt3011894,"Argentina, Spain",es,5.751768
522402,Finch,7.938,3081,0,2500000,39.312,"Science Fiction, Drama, Adventure",2021-11-04,tt3420504,"India, United States of America",en,-1.0
3176,Battle Royale,7.289,3080,30600000,4500000,30.218,"Drama, Thriller, Action",2000-12-16,tt0266308,Japan,ja,5.8
381289,A Dog's Purpose,7.615,3078,205035819,22000000,30.263,"Adventure, Comedy, Fantasy, Family, Drama",2017-01-19,tt1753383,"Canada, India, United States of America",en,8.319809954545455
80,Before Sunset,7.82,3074,15992615,2700000,19.822,"Drama, Romance",2004-06-16,tt0381681,"France, United States of America",en,4.923190740740741
9291,The Longest Yard,6.632,3072,190320568,82000000,40.73,Comedy,2005-05-27,tt0398165,United States of America,en,1.3209825365853658
7735,The Wave,7.501,3071,19000000,7500000,20.78,"Drama, Thriller",2008-03-11,tt1063669,Germany,de,1.5333333333333334
392,Chocolat,6.962,3067,152500343,25000000,17.438,"Comedy, Drama, Romance",2000-12-22,tt0241303,"United Kingdom, United States of America",en,5.10001372
76649,Pompeii,5.525,3062,117831631,100000000,20.622,"Action, Adventure, History, Romance, Drama",2014-02-18,tt1921064,"Canada, Germany, United Kingdom, United States of America",en,0.17831631
438148,Minions: The Rise of Gru,7.379,3060,939628210,85000000,81.377,"Animation, Comedy, Family",2022-06-29,tt5113044,United States of America,en,10.054449529411764
1592,Primal Fear,7.652,3058,102616183,30000000,31.386,"Crime, Drama, Mystery, Thriller",1996-03-06,tt0117381,United States of America,en,2.4205394333333334
718789,Lightyear,7.1,3053,226425420,200000000,53.066,"Animation, Action, Adventure, Family, Science Fiction",2022-06-15,tt10298810,United States of America,en,0.1321271
1541,Thelma & Louise,7.571,3050,45361000,16000000,22.574,"Drama, Thriller, Crime, Adventure",1991-05-24,tt0103074,"United Kingdom, United States of America",en,1.8350625
77950,Turbo,6.188,3049,282570682,135000000,26.014,"Animation, Family",2013-07-11,tt1860353,United States of America,en,1.0931161629629629
259694,How to Be Single,6.246,3048,112343513,38000000,25.223,"Comedy, Romance",2016-02-08,tt1292566,United States of America,en,1.9564082368421052
817,Austin Powers: The Spy Who Shagged Me,6.274,3040,312016928,33000000,23.702,"Adventure, Comedy, Crime, Science Fiction",1999-06-08,tt0145660,United States of America,en,8.455058424242424
23631,Machete,6.34,3040,45491656,20000000,19.946,"Action, Comedy, Thriller",2010-09-01,tt0985694,United States of America,en,1.2745828
58233,Johnny English Reborn,6.222,3039,160078586,45000000,17.636,"Crime, Action, Comedy",2011-09-15,tt1634122,United Kingdom,en,2.5573019111111113
505026,Death on the Nile,6.463,3039,137307235,90000000,40.295,"Mystery, Crime, Thriller",2022-02-09,tt7657566,"United Kingdom, United States of America",en,0.5256359444444444
2486,Eragon,5.073,3039,249288105,100000000,24.517,"Fantasy, Action, Adventure, Family",2006-12-14,tt0449010,"United Kingdom, United States of America, Hungary",en,1.49288105
914,The Great Dictator,8.332,3037,11000000,2000000,20.506,"Comedy, War",1940-10-15,tt0032553,United States of America,en,4.5
12222,Horton Hears a Who!,6.5,3033,298572799,85000000,32.669,"Animation, Comedy, Family, Adventure, Fantasy",2008-03-03,tt0451079,United States of America,en,2.5126211647058825
244267,I Origins,7.598,3031,336472,0,26.252,"Science Fiction, Drama",2014-07-18,tt2884206,United States of America,en,2318893.3636363638
74643,The Artist,7.453,3030,133432856,15000000,17.85,"Drama, Comedy, Romance",2011-10-12,tt1655442,"Belgium, France",fr,7.8955237333333335
39451,Little Fockers,5.64,3030,310650585,100000000,18.762,"Comedy, Romance",2010-12-21,tt0970866,United States of America,en,2.10650585
62764,Mirror Mirror,5.918,3030,183018522,85000000,21.241,"Adventure, Comedy, Family, Fantasy",2012-03-15,tt1667353,United States of America,en,1.1531590823529412
68,Brazil,7.673,3026,9900000,15000000,21.313,"Comedy, Science Fiction",1985-02-20,tt0088846,"United Kingdom, United States of America",en,-0.34
62214,Frankenweenie,6.944,3024,81493846,39000000,28.901,"Animation, Comedy, Family",2012-10-04,tt1142977,United States of America,en,1.0895857948717949
9475,Scent of a Woman,7.767,3024,134095253,31000000,23.655,Drama,1992-12-23,tt0105323,United States of America,en,3.3256533225806453
1966,Alexander,5.911,3024,167298192,155000000,22.681,"War, History, Action, Adventure, Drama, Romance",2004-11-21,tt0346491,"France, Germany, India, Italy, Morocco, Netherlands, Thailand, United Kingdom, United States of America",en,0.07934317419354839
1620,Hitman,6.085,3023,99965753,24000000,29.882,"Action, Thriller, Drama",2007-11-21,tt0465494,"France, United States of America",en,3.1652397083333335
458576,Monster Hunter,6.647,3023,42145959,60000000,40.804,"Action, Fantasy, Adventure",2020-12-03,tt6475714,"China, Germany, Japan, United Kingdom",en,-0.29756735
37247,The Graduate,7.649,3023,104945305,3000000,20.369,"Comedy, Drama, Romance",1967-12-21,tt0061722,United States of America,en,33.981768333333335
11130,The Princess Diaries 2: Royal Engagement,6.68,3020,134734481,40000000,28.943,"Comedy, Drama, Family, Romance",2004-08-06,tt0368933,United States of America,en,2.368362025
9323,Ghost in the Shell,7.927,3009,515905,3000000,37.693,"Action, Animation, Science Fiction",1995-11-18,tt0113568,"Japan, United Kingdom",ja,-0.8280316666666667
9032,Big Daddy,6.46,3007,234801895,34200000,21.776,"Comedy, Drama",1999-06-25,tt0142342,United States of America,en,5.865552485380117
11247,A Cinderella Story,6.5,3004,70067909,19000000,26.336,"Comedy, Family, Romance",2004-07-16,tt0356470,"Canada, United States of America",en,2.687784684210526
212778,Chef,7.121,3004,45967935,11000000,20.584,Comedy,2014-05-08,tt2883512,United States of America,en,3.178903181818182
6795,Zathura: A Space Adventure,6.409,3002,65079104,65000000,23.535,"Science Fiction, Adventure, Family",2005-11-06,tt0406375,United States of America,en,0.0012169846153846154
2252,Eastern Promises,7.362,2999,56106607,51500000,24.135,"Thriller, Crime, Mystery",2007-09-14,tt0765443,"Canada, United Kingdom, United States of America",en,0.08944867961165048
328425,The Gift,6.697,2995,58978653,5000000,16.035,"Thriller, Mystery, Drama",2015-07-31,tt4178092,"Australia, United States of America",en,10.7957306
384521,The Cloverfield Paradox,5.594,2993,0,45000000,19.542,"Horror, Science Fiction, Action, Thriller",2018-02-04,tt2548396,United States of America,en,-1.0
40805,The Green Hornet,5.566,2987,227817248,120000000,20.828,"Action, Crime, Comedy",2011-01-12,tt0990407,United States of America,en,0.8984770666666667
4257,Scary Movie 4,5.475,2987,178262620,45000000,43.397,Comedy,2006-04-12,tt0362120,United States of America,en,2.9613915555555557
10312,Patch Adams,7.293,2986,202292902,50000000,26.537,"Comedy, Drama",1998-12-25,tt0129290,United States of America,en,3.04585804
285783,The Walk,6.975,2986,61181942,35000000,18.724,"Drama, Crime, Comedy, Thriller",2015-09-30,tt3488710,United States of America,en,0.7480554857142857
15121,The Sound of Music,7.7,2986,286214286,8200000,24.204,"Drama, Family, Music, Romance",1965-03-29,tt0059742,United States of America,en,33.904181219512196
3594,The Number 23,6.402,2979,77566815,30000000,22.455,"Thriller, Drama, Mystery",2007-02-23,tt0481369,"Germany, United States of America",en,1.5855605
9489,You've Got Mail,6.668,2976,250821495,65000000,24.226,"Comedy, Romance",1998-12-17,tt0128853,United States of America,en,2.8587922307692306
49730,Red Riding Hood,5.96,2975,89162162,42000000,26.978,"Action, Adventure, Horror, Fantasy, Thriller",2011-03-10,tt1486185,"Canada, United States of America",en,1.122908619047619
46705,Blue Valentine,6.9,2974,15440333,1000000,16.501,"Drama, Romance",2010-12-16,tt1120985,United States of America,en,14.440333
157433,Pet Sematary,5.723,2966,113118226,21000000,24.949,"Horror, Thriller",2019-04-04,tt0837563,United States of America,en,4.38658219047619
752623,The Lost City,6.6,2964,192907684,74000000,53.326,"Action, Adventure, Comedy",2022-03-24,tt13320622,United States of America,en,1.6068605945945946
10948,The Fox and the Hound,7.127,2964,29800000,12000000,29.86,"Adventure, Animation, Drama, Family",1981-07-10,tt0082406,United States of America,en,1.4833333333333334
19912,The Final Destination,5.6,2960,186167139,40000000,36.135,"Horror, Mystery",2009-08-26,tt1144884,United States of America,en,3.654178475
796,Cruel Intentions,6.787,2960,76347426,10500000,26.358,"Drama, Romance",1999-03-05,tt0139134,United States of America,en,6.271183428571429
274167,Daddy's Home,6.259,2960,242786137,50000000,19.515,Comedy,2015-12-25,tt1528854,United States of America,en,3.85572274
298618,The Flash,6.898,2959,268375616,300000000,480.393,"Action, Adventure, Science Fiction",2023-06-13,tt0439572,United States of America,en,-0.10541461333333334
793,Blue Velvet,7.629,2957,8618766,6000000,15.396,"Crime, Mystery, Thriller",1986-09-19,tt0090756,United States of America,en,0.436461
9390,Jerry Maguire,6.941,2957,273552592,50000000,20.096,"Comedy, Drama, Romance",1996-12-13,tt0116695,United States of America,en,4.47105184
617653,The Last Duel,7.466,2953,30500000,100000000,30.646,"History, Drama, Action",2021-10-13,tt4244994,"United Kingdom, United States of America",en,-0.695
27582,The Mechanic,6.491,2952,51070807,40000000,24.947,"Action, Thriller, Crime",2011-01-13,tt0472399,United States of America,en,0.276770175
8367,Robin Hood: Prince of Thieves,6.842,2949,390493908,48000000,30.67,"Action, Adventure, Drama, Romance",1991-06-14,tt0102798,United States of America,en,7.13528975
38408,Life As We Know It,6.9,2949,105734416,38000000,22.249,"Comedy, Romance, Drama",2010-10-02,tt1055292,United States of America,en,1.7824846315789473
77016,End of Watch,7.323,2947,48126384,7000000,30.648,"Crime, Drama, Thriller",2012-09-20,tt1855199,United States of America,en,5.875197714285714
1669,The Hunt for Red October,7.385,2945,200512643,30000000,34.195,"Action, Adventure, Thriller",1990-03-02,tt0099810,United States of America,en,5.683754766666667
50348,The Lincoln Lawyer,7.192,2938,85412898,40000000,20.214,"Crime, Drama, Thriller",2011-03-17,tt1189340,United States of America,en,1.13532245
228205,The Longest Ride,7.584,2937,63013281,34000000,22.402,"Drama, Romance",2015-04-09,tt2726560,United States of America,en,0.853331794117647
9362,Tremors,6.878,2935,48572000,11000000,21.915,"Horror, Action, Science Fiction",1990-01-19,tt0100814,United States of America,en,3.415636363636364
393519,Raw,7.061,2935,4100000,3500000,20.532,"Drama, Horror",2016-11-11,tt4954522,"Belgium, France, United States of America",fr,0.17142857142857143
167073,Brooklyn,7.31,2929,62076141,11000000,15.519,"Romance, Drama",2015-10-20,tt2381111,"Ireland, United Kingdom, Canada",en,4.643285545454545
1621,Trading Places,7.202,2929,90404800,15000000,25.555,Comedy,1983-06-07,tt0086465,United States of America,en,5.026986666666667
100042,Dumb and Dumber To,5.545,2922,169837010,40000000,37.438,Comedy,2014-11-12,tt2096672,United States of America,en,3.24592525
2005,Sister Act,6.823,2922,231605150,31000000,27.233,"Music, Comedy",1992-05-28,tt0105417,United States of America,en,6.4711338709677415
19959,Surrogates,6.097,2920,122444772,80000000,19.717,"Science Fiction, Action, Thriller",2009-09-24,tt0986263,United States of America,en,0.53055965
785084,The Whale,7.949,2917,55101305,3000000,54.977,Drama,2022-12-09,tt13833688,United States of America,en,17.367101666666667
6557,27 Dresses,6.401,2916,160259319,30000000,14.878,"Comedy, Romance",2008-01-10,tt0988595,United States of America,en,4.3419773
180863,T2 Trainspotting,6.946,2916,42067430,18000000,21.127,"Drama, Comedy",2017-01-27,tt2763304,United Kingdom,en,1.3370794444444445
76025,Shame,6.953,2916,3909002,6500000,24.812,Drama,2011-10-02,tt1723811,"Canada, United Kingdom",en,-0.3986150769230769
664,Twister,6.47,2914,494471524,92000000,23.135,"Action, Adventure, Drama",1996-05-10,tt0117998,United States of America,en,4.374690478260869
146,"Crouching Tiger, Hidden Dragon",7.409,2914,213525736,17000000,25.021,"Adventure, Drama, Action, Romance",2000-07-06,tt0190332,"China, Hong Kong, Taiwan, United States of America",zh,11.560337411764706
59,A History of Violence,7.168,2906,60740827,32000000,21.136,"Drama, Thriller, Crime",2005-09-23,tt0399146,"Canada, Germany, United States of America",en,0.89815084375
263472,Knock Knock,5.339,2904,6341684,2500000,33.974,Thriller,2015-06-26,tt3605418,"Chile, Germany, Israel, United States of America",en,1.5366736
238615,Self/less,6.409,2904,31807156,26000000,36.46,"Science Fiction, Mystery, Thriller, Action",2015-07-10,tt2140379,United States of America,en,0.22335215384615384
1375,Rocky V,5.767,2904,119946358,42000000,36.638,Drama,1990-11-16,tt0100507,United States of America,en,1.8558656666666666
5174,Rush Hour 3,6.4,2903,258022233,140000000,42.857,"Action, Comedy, Crime",2007-08-08,tt0293564,United States of America,en,0.84301595
179144,The Great Beauty,7.509,2902,24930592,9200000,11.758,Drama,2013-05-21,tt2358891,"France, Italy",it,1.7098469565217391
169,Predator 2,6.26,2900,57120318,35000000,41.389,"Science Fiction, Action, Thriller",1990-11-21,tt0100403,United States of America,en,0.6320090857142857
109451,Cloudy with a Chance of Meatballs 2,6.436,2898,248384621,78000000,33.819,"Animation, Family, Comedy",2013-09-26,tt1985966,United States of America,en,2.184418217948718
96936,The Bling Ring,5.406,2894,19145732,15000000,27.077,"Drama, Crime",2013-06-12,tt2132285,"France, Germany, Japan, United States of America",en,0.27638213333333334
32856,Valentine's Day,5.905,2889,216485654,52000000,16.528,"Comedy, Romance",2010-02-10,tt0817230,United States of America,en,3.163185653846154
1443,The Virgin Suicides,7.086,2887,10409377,6000000,22.406,"Drama, Romance",1999-12-31,tt0159097,United States of America,en,0.7348961666666667
18487,The Taking of Pelham 1 2 3,6.338,2881,150166126,100000000,26.237,"Crime, Thriller, Action",2009-06-10,tt1111422,United States of America,en,0.50166126
109421,Side Effects,6.587,2878,63372757,30000000,21.046,"Thriller, Crime, Drama",2013-02-07,tt2053463,United States of America,en,1.1124252333333333
9334,The Scorpion King,5.6,2878,165333180,60000000,22.87,"Action, Adventure, Fantasy",2002-04-18,tt0277296,"United States of America, Germany, Belgium",en,1.755553
3034,Young Frankenstein,7.901,2877,86273333,2800000,23.236,Comedy,1974-12-15,tt0072431,United States of America,en,29.811904642857144
284293,Still Alice,7.498,2876,44779195,5000000,14.606,Drama,2014-12-05,tt3316960,"France, United Kingdom, United States of America",en,7.955839
30497,The Texas Chain Saw Massacre,7.292,2872,30900000,85000,40.426,Horror,1974-10-01,tt0072271,United States of America,en,362.52941176470586
455980,Tag,6.7,2869,75100000,28000000,19.098,"Comedy, Action",2018-05-30,tt2854926,United States of America,en,1.6821428571428572
1370,Rambo III,6.17,2868,189015611,63000000,46.671,"Action, Adventure, Thriller, War",1988-05-24,tt0095956,United States of America,en,2.000247793650794
514847,The Hunt,6.654,2867,10550350,14000000,26.615,"Action, Thriller, Horror",2020-03-11,tt8244784,"Japan, United States of America",en,-0.24640357142857142
4995,Boogie Nights,7.638,2866,43101594,15000000,18.908,Drama,1997-10-07,tt0118749,United States of America,en,1.8734396
470,21 Grams,7.337,2865,60427839,20000000,17.06,"Drama, Crime, Thriller",2003-09-06,tt0315733,United States of America,en,2.02139195
173897,Resident Evil: The Final Chapter,6.108,2860,312242626,40000000,2.151,"Action, Horror, Science Fiction",2016-12-23,tt2592614,"Canada, France, Germany, United States of America",en,6.80606565
6075,Carlito's Way,7.833,2858,63848322,30000000,17.949,"Crime, Drama, Romance, Thriller",1993-11-10,tt0106519,United States of America,en,1.1282774
511987,Crawl,6.312,2858,91542097,13500000,32.163,"Thriller, Horror, Action",2019-07-11,tt8364368,"Canada, Serbia, United States of America",en,5.780896074074074
531309,Brightburn,6.106,2857,33224654,6000000,29.142,"Horror, Science Fiction, Thriller, Mystery",2019-05-09,tt7752126,United States of America,en,4.537442333333333
818,Austin Powers in Goldmember,5.998,2857,296938801,63000000,30.917,"Comedy, Crime, Science Fiction",2002-07-26,tt0295178,United States of America,en,3.713314301587302
9506,Anger Management,6.139,2857,195745823,75000000,28.06,Comedy,2003-04-11,tt0305224,United States of America,en,1.6099443066666668
462,Erin Brockovich,7.417,2855,256271286,52000000,22.495,Drama,2000-03-17,tt0195685,United States of America,en,3.9282939615384613
10521,Bride Wars,6.232,2851,115375850,30000000,24.456,"Comedy, Romance",2009-01-09,tt0901476,United States of America,en,2.8458616666666665
12133,Step Brothers,6.557,2850,128107642,65000000,20.377,Comedy,2008-07-25,tt0838283,United States of America,en,0.9708868
8967,The Tree of Life,6.726,2850,54674226,32000000,18.594,"Drama, Fantasy",2011-05-17,tt0478304,United States of America,en,0.7085695625
10022,The Pacifier,6.055,2845,198636868,56000000,29.032,"Comedy, Family, Action",2005-03-04,tt0395699,United States of America,en,2.5470869285714284
872,Singin' in the Rain,8.167,2845,7200000,2540800,30.111,"Comedy, Romance",1952-04-09,tt0045152,United States of America,en,1.8337531486146095
8619,Master and Commander: The Far Side of the World,7.132,2843,212011111,150000000,20.328,"Adventure, Drama, War",2003-11-14,tt0311113,United States of America,en,0.41340740666666664
382591,Two Is a Family,7.749,2841,1447740,0,15.172,"Drama, Comedy",2016-12-07,tt5078204,"France, United Kingdom",fr,2318893.3636363638
3050,Doctor Dolittle,5.7,2839,294456605,71000000,30.406,"Comedy, Family, Fantasy",1998-06-26,tt0118998,United States of America,en,3.1472761267605636
82633,Lawless,7.043,2832,53676580,26000000,24.445,"Crime, Drama, Western",2012-08-29,tt1212450,United States of America,en,1.0644838461538462
378236,The Emoji Movie,5.488,2832,216909830,50000000,26.716,"Animation, Family, Comedy",2017-07-23,tt4877122,United States of America,en,3.3381966
766,Army of Darkness,7.27,2829,21502976,11000000,22.567,"Fantasy, Horror, Comedy",1992-10-31,tt0106308,United States of America,en,0.954816
9029,What Happens in Vegas,6.081,2828,219375562,35000000,29.632,"Comedy, Romance",2008-05-07,tt1033643,United States of America,en,5.2678732
1934,Shakespeare in Love,6.868,2823,289317794,25000000,18.679,"Romance, History, Comedy",1998-12-11,tt0138097,"United Kingdom, United States of America",en,10.57271176
68730,Silence,7.119,2822,23737523,46000000,28.9,"Drama, History",2016-12-22,tt0490215,"Mexico, Taiwan, United States of America",en,-0.48396689130434783
22804,Saw VI,6.3,2820,68234154,11000000,88.767,"Horror, Thriller",2009-10-22,tt1233227,"Canada, United States of America",en,5.203104909090909
119283,Parker,6.018,2816,46216641,35000000,26.273,"Action, Crime",2013-01-23,tt1904996,United States of America,en,0.32047545714285713
443791,Underwater,6.298,2813,40882928,50000000,20.152,"Horror, Science Fiction, Action, Adventure",2020-01-08,tt5774060,United States of America,en,-0.18234144
249070,Hitman: Agent 47,5.83,2812,81967450,35000000,28.424,"Action, Crime, Thriller",2015-08-20,tt2679042,"Indonesia, Germany, United States of America",en,1.3419271428571429
576845,Last Night in Soho,7.375,2812,22957625,43000000,24.18,"Mystery, Thriller, Horror",2021-10-21,tt9639470,United Kingdom,en,-0.4661017441860465
9471,Charlie's Angels: Full Throttle,5.455,2811,259175788,120000000,28.985,"Action, Adventure, Comedy",2003-06-27,tt0305357,United States of America,en,1.1597982333333334
588228,The Tomorrow War,7.572,2806,14400000,200000000,103.895,"Action, Science Fiction, Adventure",2021-09-03,tt9777666,United States of America,en,-0.928
1103,Escape from New York,7.1,2805,50244700,6000000,24.171,"Science Fiction, Action",1981-05-23,tt0082340,United States of America,en,7.374116666666667
11283,Nanny McPhee,6.648,2802,123276807,25000000,29.478,"Fantasy, Comedy, Family",2005-10-21,tt0396752,"United Kingdom, United States of America",en,3.93107228
714,Tomorrow Never Dies,6.346,2798,333011068,110000000,25.171,"Adventure, Action, Thriller",1997-12-11,tt0120347,"United Kingdom, United States of America",en,2.0273733454545453
756,Fantasia,7.359,2795,76411819,2280000,28.494,"Animation, Family",1940-11-13,tt0032455,United States of America,en,32.513955701754384
8055,The Reader,7.437,2791,108902486,32000000,20.8,"Drama, Romance",2008-12-10,tt0976051,"Germany, United States of America",en,2.4032026875
412117,The Secret Life of Pets 2,6.969,2790,155152550,80000000,36.117,"Adventure, Animation, Comedy, Family",2019-05-24,tt5113040,United States of America,en,0.939406875
9476,A Knight's Tale,6.9,2790,117487473,65000000,24.222,"Adventure, Drama, Romance, Action",2001-05-11,tt0183790,United States of America,en,0.8074995846153846
1904,Memoirs of a Geisha,7.673,2790,162242962,85000000,21.389,"Drama, Romance, History",2005-12-06,tt0397535,"France, Japan, United States of America",en,0.9087407294117648
9354,"Honey, I Shrunk the Kids",6.276,2789,222724172,18000000,21.213,"Adventure, Comedy, Family, Science Fiction",1989-06-23,tt0097523,United States of America,en,11.37356511111111
614934,Elvis,7.593,2789,288670284,85000000,38.867,"Drama, Music, History",2022-06-22,tt3704428,"Australia, United States of America",en,2.3961209882352943
580175,Another Round,7.658,2786,21700000,5150000,19.314,"Comedy, Drama",2020-09-24,tt10288566,"Denmark, Netherlands, Sweden",da,3.2135922330097086
582014,Promising Young Woman,7.5,2784,13868965,0,24.609,"Thriller, Crime, Drama",2020-12-13,tt9620292,United States of America,en,2318893.3636363638
11430,The Lion King 1½,6.579,2782,1465,0,37.621,"Family, Animation, Comedy, Action",2004-02-06,tt0318403,United States of America,en,2318893.3636363638
600354,The Father,8.152,2781,21029340,6000000,51.482,Drama,2020-12-23,tt10272386,"France, United Kingdom, United States of America",en,2.50489
77930,Magic Mike,6.158,2778,167221571,7000000,15.884,"Drama, Comedy",2012-06-28,tt1915581,United States of America,en,22.888795857142856
9361,The Last of the Mohicans,7.392,2771,75505856,40000000,28.684,"Action, Adventure, Drama, History, Romance, War",1992-08-26,tt0104691,United States of America,en,0.8876464
765,Evil Dead II,7.6,2769,10900000,3500000,30.942,"Horror, Comedy, Fantasy",1987-03-13,tt0092991,United States of America,en,2.1142857142857143
556984,The Trial of the Chicago 7,7.727,2769,107423,35000000,13.69,"Drama, History",2020-09-25,tt1070874,United States of America,en,-0.9969307714285714
375588,Robin Hood,5.893,2768,86493046,100000000,23.422,"Adventure, Action, Thriller",2018-11-21,tt4532826,United States of America,en,-0.13506954
644495,House of Gucci,6.626,2767,153235995,75000000,26.057,"Drama, History, Crime",2021-11-24,tt11214590,"Canada, United Kingdom, United States of America",en,1.0431466
9655,She's the Man,6.794,2767,33889159,20000000,20.665,"Comedy, Romance",2006-03-17,tt0454945,United States of America,en,0.69445795
10066,House of Wax,5.931,2766,68766121,40000000,33.603,"Horror, Thriller",2005-05-05,tt0397065,United States of America,en,0.719153025
12113,Body of Lies,6.624,2765,113280098,70000000,19.834,"Action, Drama, Thriller",2008-10-09,tt0758774,"United States of America, United Kingdom",en,0.6182871142857143
415842,American Assassin,6.395,2765,67200000,33000000,19.826,"Action, Thriller",2017-09-14,tt1961175,"Hong Kong, United States of America",en,1.0363636363636364
9714,Home Alone 3,5.264,2764,79082515,32000000,25.015,"Comedy, Family",1997-12-12,tt0119303,United States of America,en,1.47132859375
303858,Money Monster,6.447,2763,93282604,27000000,16.113,"Thriller, Drama",2016-05-12,tt2241351,United States of America,en,2.4549112592592595
458897,Charlie's Angels,6.485,2762,73279888,48000000,21.139,"Action, Adventure, Comedy",2019-11-14,tt5033998,United States of America,en,0.5266643333333333
540901,Hustlers,6.486,2754,157600000,20000000,19.563,"Drama, Comedy, Crime",2019-09-12,tt5503686,United States of America,en,6.88
525661,Bombshell,6.814,2750,61404394,32000000,16.037,Drama,2019-12-13,tt6394270,"Canada, United States of America",en,0.9188873125
95610,Bridget Jones's Baby,6.417,2744,211952420,35000000,18.589,"Comedy, Romance",2016-09-14,tt1473832,"France, United Kingdom, United States of America",en,5.055783428571429
8656,Deep Impact,6.209,2741,349464664,75000000,27.49,"Action, Drama, Science Fiction",1998-05-08,tt0120647,United States of America,en,3.659528853333333
59965,Abduction,5.864,2740,82087155,35000000,13.146,"Thriller, Action, Mystery",2011-09-22,tt1600195,United States of America,en,1.3453472857142856
646385,Scream,6.712,2739,140041405,24000000,107.038,"Horror, Mystery, Thriller",2022-01-12,tt11245972,United States of America,en,4.835058541666666
112205,The Family,6.361,2735,36894225,30000000,19.087,"Crime, Comedy, Action",2013-09-13,tt2404311,"France, United States of America",en,0.2298075
7840,"10,000 BC",5.432,2730,269784201,105000000,26.677,"Adventure, Action, Drama, Fantasy",2008-03-04,tt0443649,"United States of America, South Africa",en,1.5693733428571428
15472,The Girl with the Dragon Tattoo,7.523,2728,109421911,13000000,22.538,"Drama, Thriller, Crime, Mystery",2009-02-27,tt1132620,"Denmark, Germany, Sweden",sv,7.417070076923077
158011,The Call,6.799,2725,68572378,13000000,20.381,"Crime, Thriller",2013-03-14,tt1911644,United States of America,en,4.274798307692308
72113,Carnage,7.176,2724,30722632,25000000,17.059,"Comedy, Drama",2011-09-16,tt1692486,"Spain, France, Germany, Poland",en,0.22890528
132363,The Butler,7.344,2723,115922175,25000000,15.384,Drama,2013-08-16,tt1327773,United States of America,en,3.636887
37056,Letters to Juliet,6.973,2720,82148538,30000000,24.282,"Comedy, Drama, Romance",2010-05-13,tt0892318,United States of America,en,1.7382846
59108,Tower Heist,6.07,2720,152930623,75000000,26.594,"Action, Comedy",2011-11-02,tt0471042,United States of America,en,1.0390749733333333
68722,The Master,7.151,2719,28258060,32000000,19.329,Drama,2012-09-07,tt1560747,United States of America,en,-0.116935625
10439,Hocus Pocus,7.055,2719,45395069,28000000,35.894,"Fantasy, Comedy, Family",1993-07-16,tt0107120,United States of America,en,0.6212524642857142
9792,The Hills Have Eyes,6.411,2714,69623713,15000000,37.418,"Horror, Thriller",2006-03-10,tt0454841,"France, United States of America",en,3.6415808666666667
