id,title,vote_average,vote_count,revenue,budget,popularity,genres,release_date,imdb_id,production_countries,original_language,ROI
26914,Troll 2,3.888,374,0,65000,11.317,"Horror, Fantasy",1990-10-12,tt0105643,"Italy, United States of America",en,-1.0
10617,Once Upon a Time in China,7.2,374,3826459,0,18.107,"Action, Drama",1991-08-15,tt0103285,Hong Kong,cn,2318893.3636363638
5552,Immortal,5.647,374,0,24665810,11.604,"Drama, Action, Science Fiction",2004-03-13,tt0314063,"United Kingdom, France, Italy",fr,-1.0
11773,Village of the Damned,7.187,374,2175000,200000,13.365,"Horror, Science Fiction",1960-06-16,tt0054443,"United Kingdom, United States of America",en,9.875
12600,Pokémon 4Ever,6.467,374,28023563,0,24.604,"Adventure, Fantasy, Animation, Science Fiction, Family",2001-07-06,tt0287635,Japan,ja,2318893.3636363638
9839,Beyond Borders,6.469,374,0,35000000,13.627,"Drama, Romance, Adventure, War",2003-10-23,tt0294357,"Canada, Germany, United States of America",en,-1.0
415010,Ravenous,5.922,373,0,3000000,10.409,"Horror, Drama, Science Fiction",2017-09-23,tt6243140,Canada,fr,-1.0
175291,Cheap Thrills,6.393,373,0,200000,9.344,"Comedy, Crime, Drama",2013-03-08,tt2389182,United States of America,en,-1.0
36599,Prom Night,5.671,373,14796236,1500000,30.056,"Horror, Mystery, Thriller",1980-07-18,tt0081383,Canada,en,8.864157333333333
255,Stolen Kisses,7.328,373,1500000,350000,11.305,"Comedy, Drama, Romance",1968-09-04,tt0062695,France,fr,3.2857142857142856
18890,We're Back! A Dinosaur's Story,6.004,373,9317021,0,12.051,"Animation, Science Fiction, Family",1993-11-24,tt0108526,United States of America,en,2318893.3636363638
335777,The Nut Job 2: Nutty by Nature,5.973,373,65146020,40000000,17.367,"Animation, Family, Adventure, Comedy",2017-08-11,tt3486626,"Canada, South Korea, United States of America",en,0.6286505
816904,Mummies,7.193,373,34200000,12300000,71.229,"Animation, Comedy, Family, Adventure, Fantasy",2023-01-05,tt23177868,Spain,es,1.7804878048780488
874,A Man for All Seasons,7.347,373,28350000,3900000,9.089,"Drama, History",1966-12-13,tt0060665,United Kingdom,en,6.269230769230769
23049,My Life in Ruins,6.131,373,20455276,17000000,14.471,"Comedy, Romance",2009-06-05,tt0865559,"Greece, United States of America",en,0.2032515294117647
11867,Barb Wire,3.926,373,3793614,0,11.396,"Science Fiction, Action",1996-05-02,tt0115624,United States of America,en,2318893.3636363638
13493,College Road Trip,5.547,372,51549674,25000000,13.697,"Comedy, Family, Action, Adventure",2008-03-07,tt0997047,United States of America,en,1.06198696
737568,The Doorman,5.819,372,307873,0,13.089,"Action, Thriller",2020-10-01,tt6222118,"Canada, Romania, United States of America, United Kingdom",en,2318893.3636363638
10711,French Connection II,6.784,372,12484444,4300000,13.768,"Action, Crime, Drama, Thriller",1975-05-18,tt0073018,United States of America,en,1.9033590697674418
9448,The Big Hit,5.843,372,27007143,13000000,18.456,"Action, Adventure, Comedy, Thriller",1998-04-24,tt0120609,United States of America,en,1.0774725384615385
9997,Gabriel,6.0,372,1395610,200000,11.77,"Fantasy, Horror, Action, Science Fiction",2007-11-15,tt0857376,Australia,en,5.97805
47760,Restless,6.478,372,2518012,8000000,10.655,"Drama, Romance",2011-09-16,tt1498569,United States of America,en,-0.6852485
595148,Irresistible,6.062,372,177418,0,13.033,"Comedy, Drama",2020-07-01,tt9076562,United States of America,en,2318893.3636363638
10447,No Escape,6.257,372,15340000,20000000,20.827,"Action, Drama, Science Fiction, Thriller",1994-04-29,tt0110678,United States of America,en,-0.233
14283,The Red Violin,7.402,371,9495408,18000000,15.226,"Drama, Thriller, Mystery, Music, Romance",1998-09-10,tt0120802,"Canada, Italy, United Kingdom",fr,-0.47247733333333336
9669,Ring 2,5.735,371,31365000,6000000,23.928,"Horror, Mystery, Science Fiction",1999-01-23,tt0218553,Japan,ja,4.2275
12609,Help! I'm a Fish,6.617,371,5595327,18000000,16.818,"Adventure, Animation, Comedy, Family",2000-10-06,tt0168856,"Denmark, France, Germany, Ireland, United Kingdom",da,-0.6891485
2153,The Driver,7.139,371,0,4000000,11.69,"Crime, Thriller, Action",1978-06-08,tt0077474,"United Kingdom, United States of America",en,-1.0
159121,Paulette,6.451,371,29494,0,7.402,"Crime, Comedy",2012-10-04,tt2215395,France,fr,2318893.3636363638
10442,So I Married an Axe Murderer,6.061,371,11585483,20000000,13.691,"Comedy, Crime, Romance",1993-07-30,tt0108174,United States of America,en,-0.42072585
869626,Marcel the Shell with Shoes On,7.74,371,6000000,0,40.201,"Animation, Comedy, Drama, Family",2022-06-24,tt15339456,United States of America,en,2318893.3636363638
53399,The Solitude of Prime Numbers,5.9,371,5505962,0,6.12,Drama,2010-09-10,tt1441373,Italy,it,2318893.3636363638
10127,Critters 2,5.957,370,3813293,4500000,13.693,"Comedy, Horror, Science Fiction",1988-04-29,tt0094919,United States of America,en,-0.15260155555555555
9789,My Brother Is an Only Child,6.759,370,6463286,5000000,17.344,"Comedy, Drama, History",2007-03-28,tt0846040,"France, Italy",it,0.2926572
2054,Mr. Holland's Opus,6.972,370,106269971,31000000,15.053,"Drama, Music, Family",1995-12-29,tt0113862,United States of America,en,2.428063580645161
16300,Down to Earth,5.493,370,71186502,30000000,10.626,"Fantasy, Comedy, Science Fiction, Romance",2001-02-16,tt0231775,United States of America,en,1.3728834
6081,Revenge of the Pink Panther,6.439,370,49579269,0,15.583,"Comedy, Crime, Mystery",1978-01-08,tt0078163,"United Kingdom, United States of America",en,2318893.3636363638
11071,Them!,6.832,370,0,23000000,16.379,"Science Fiction, Horror",1954-06-16,tt0047573,United States of America,en,-1.0
308529,Kickboxer: Vengeance,5.012,370,0,17000000,13.314,"Action, Drama",2016-07-14,tt3082898,United States of America,en,-1.0
458131,The Best of Enemies,7.409,370,0,10000000,9.073,"Drama, History",2019-04-05,tt4807408,United States of America,en,-1.0
2058,Addicted to Love,6.151,370,34673095,0,13.22,"Comedy, Romance",1997-05-23,tt0118556,United States of America,en,2318893.3636363638
11337,Stardust Memories,6.972,370,10389003,10000000,11.507,"Comedy, Drama, Romance",1980-09-26,tt0081554,United States of America,en,0.0389003
1689,Little Buddha,6.241,370,4858139,35000000,12.319,"Drama, History",1993-12-01,tt0107426,"France, Italy, Liechtenstein, United Kingdom",en,-0.8611960285714285
653598,Spree,6.477,369,43840,0,15.164,"Thriller, Horror, Comedy",2020-08-14,tt11394332,United States of America,en,2318893.3636363638
486070,Blessed Madness,6.087,369,4154000,0,7.461,"Comedy, Family",2018-01-11,tt7022404,Italy,it,2318893.3636363638
12211,Highlander: Endgame,4.824,369,15843608,25000000,16.78,"Action, Fantasy",2000-09-01,tt0144964,"Luxembourg, United Kingdom, United States of America",en,-0.36625568
10869,Herbie Rides Again,6.11,368,38229000,0,14.896,"Romance, Comedy, Family, Fantasy",1974-02-12,tt0071607,United States of America,en,2318893.3636363638
11457,Life as a House,7.056,368,0,18000000,15.47,Drama,2001-10-25,tt0264796,United States of America,en,-1.0
466,Klute,6.766,368,12512637,2500000,13.328,"Thriller, Mystery, Crime",1971-06-23,tt0067309,United States of America,en,4.0050548
30943,The Deep End of the Ocean,6.427,368,28121100,38000000,15.104,"Drama, Mystery",1999-03-12,tt0120646,United States of America,en,-0.25997105263157894
9873,F/X,6.425,368,20603715,10000000,11.826,"Action, Thriller",1986-02-07,tt0089118,United States of America,en,1.0603715
3088,My Darling Clementine,7.425,368,2750000,2000000,13.206,"Western, Romance, Drama",1946-10-17,tt0038762,United States of America,en,0.375
527,Once Were Warriors,7.345,368,1608570,0,14.878,Drama,1994-09-02,tt0110729,New Zealand,en,2318893.3636363638
160139,Night Train to Lisbon,6.527,367,0,7700000,14.155,"Mystery, Romance, Thriller",2013-03-07,tt1654523,"Germany, Portugal, Switzerland",en,-1.0
21610,Nighthawks,6.4,367,19905359,5000000,19.703,"Action, Crime, Thriller",1981-03-17,tt0082817,United States of America,en,2.9810718
19236,Santa Sangre,7.072,367,0,787000,17.076,"Drama, Horror, Thriller",1989-11-24,tt0098253,"Italy, Mexico",en,-1.0
780382,The Wolf and the Lion,7.499,367,15300000,11900000,18.812,"Family, Adventure",2021-10-13,tt10945288,"Canada, France",en,0.2857142857142857
8953,Steamboy,6.876,367,18900000,26000000,15.097,"Animation, Fantasy, Science Fiction",2004-07-17,tt0348121,Japan,ja,-0.27307692307692305
101731,The Magic of Belle Isle,6.967,367,123821,0,11.215,"Drama, Comedy",2012-07-06,tt1839654,United States of America,en,2318893.3636363638
27431,The Cat o' Nine Tails,6.7,367,1204739,1000000,14.492,"Horror, Mystery, Thriller",1971-02-12,tt0065761,"Germany, France, Italy",it,0.204739
10032,Van Wilder 2: The Rise of Taj,5.0,367,6086508,0,17.347,Comedy,2006-12-01,tt0480271,United States of America,en,2318893.3636363638
9838,King Solomon's Mines,5.499,367,15057465,12500000,14.649,"Action, Adventure, Comedy",1985-11-22,tt0089421,United States of America,en,0.2045972
92182,Silent House,5.411,367,13101672,2000000,9.2,"Horror, Mystery",2011-01-21,tt1767382,"France, United States of America",en,5.550836
452773,"Tad, the Lost Explorer, and the Secret of King Midas",6.693,367,34156960,10778400,15.952,"Animation, Adventure, Comedy, Family",2017-03-25,tt3896102,Spain,es,2.1690195205225264
31007,Welcome to the Rileys,6.602,366,361960,0,10.141,Drama,2010-10-29,tt1183923,"United Kingdom, United States of America",en,2318893.3636363638
24100,The Little Vampire,6.777,366,27965865,35000000,13.185,"Family, Adventure, Comedy, Fantasy",2000-10-27,tt0192255,"Germany, Netherlands, United States of America",en,-0.20097528571428572
9781,Detroit Rock City,6.687,366,4217115,6500000,13.647,"Comedy, Music",1999-08-13,tt0165710,United States of America,en,-0.3512130769230769
13378,Mickey's Twice Upon a Christmas,7.003,366,0,10000000,19.626,"Animation, Family",2004-11-15,tt0424279,United States of America,en,-1.0
500860,The Mustang,6.933,366,1144575,0,12.817,Drama,2019-03-15,tt5952594,"Belgium, France, United States of America",en,2318893.3636363638
11384,The Hard Way,6.173,366,65595485,24000000,13.404,"Action, Comedy, Crime",1991-03-08,tt0102004,United States of America,en,1.7331452083333334
2084,Birthday Girl,5.873,366,0,13000000,13.52,"Comedy, Crime, Thriller",2001-09-06,tt0188453,"United Kingdom, United States of America",en,-1.0
11049,Interstella 5555,7.848,365,0,4000000,14.012,"Animation, Science Fiction, Music, Adventure",2003-05-28,tt0368667,"France, Japan",ja,-1.0
693113,Midnight in the Switchgrass,6.005,365,229811,15000000,21.731,"Crime, Mystery, Thriller, Action",2021-07-23,tt11656220,"Puerto Rico, United States of America",en,-0.9846792666666667
13166,Freddy Got Fingered,4.6,365,14343028,14000000,13.495,Comedy,2001-04-18,tt0240515,"Switzerland, United States of America",en,0.024502
10571,Boys and Girls,5.96,365,20627372,16000000,10.817,"Comedy, Drama, Romance",2000-06-16,tt0204175,United States of America,en,0.28921075
968051,The Nun II,6.545,365,231200000,38500000,1692.778,"Horror, Mystery, Thriller",2023-09-06,tt10160976,United States of America,en,5.005194805194805
70868,I Don't Know How She Does It,5.212,365,31410151,24000000,14.175,"Romance, Comedy",2011-09-16,tt1742650,United States of America,en,0.3087562916666667
12178,Miss Pettigrew Lives for a Day,6.786,365,16724933,0,14.087,"Drama, Comedy, Romance",2008-03-07,tt0970468,"United Kingdom, United States of America",en,2318893.3636363638
8094,The Magdalene Sisters,7.438,365,20957001,0,12.311,"Drama, History",2002-08-30,tt0318411,"Ireland, United Kingdom",en,2318893.3636363638
335791,When the Bough Breaks,5.856,365,30658387,10000000,13.546,"Mystery, Thriller, Drama, Horror",2016-09-09,tt1389139,United States of America,en,2.0658387
8222,High Heels,7.1,364,1710057,0,24.501,"Comedy, Drama, Romance",1991-10-23,tt0103030,"Spain, France",es,2318893.3636363638
67884,Chinese Take-Away,7.2,364,0,5000000,7.54,Comedy,2011-03-24,tt1705786,"Argentina, Spain",es,-1.0
575322,Project Gemini,5.854,363,211674,6000000,55.942,"Science Fiction, Horror",2022-01-06,tt5656994,Russia,en,-0.964721
426962,Room(h)ates,5.27,363,4855506,0,7.269,Comedy,2017-04-19,tt5969846,France,fr,2318893.3636363638
16113,The Delta Force,5.8,363,17768900,0,18.548,"Action, Thriller, Adventure",1986-02-14,tt0090927,"Israel, United States of America",en,2318893.3636363638
13997,Black Sheep,5.994,363,32000000,0,13.314,Comedy,1996-02-01,tt0115697,United States of America,en,2318893.3636363638
16085,Funny Girl,7.207,363,52223306,14000000,15.987,"Comedy, Drama, Romance",1968-09-19,tt0062994,United States of America,en,2.7302361428571427
11986,Betty Blue,7.247,363,2003822,0,17.979,"Drama, Romance",1986-04-09,tt0090563,France,fr,2318893.3636363638
73532,Le Havre,6.961,363,0,3850000,8.583,"Drama, Comedy",2011-09-08,tt1508675,"Finland, France, Germany",fr,-1.0
11223,Coma,6.7,362,0,4500000,15.861,"Thriller, Mystery, Science Fiction",1978-01-06,tt0077355,United States of America,en,-1.0
2453,Harley Davidson and the Marlboro Man,6.312,362,7434726,23000000,19.835,"Action, Thriller",1991-08-23,tt0102005,United States of America,en,-0.6767510434782609
4484,La Cage aux Folles,6.872,362,20424259,1100000,10.249,Comedy,1978-10-25,tt0077288,"France, Italy",fr,17.56750818181818
4722,Body Snatchers,6.169,362,428868,13000000,14.129,"Horror, Science Fiction, Thriller",1993-06-09,tt0106452,United States of America,en,-0.9670101538461539
416160,The Vault,4.831,362,5728,5000000,9.136,"Horror, Thriller",2017-09-01,tt1785635,United States of America,en,-0.9988544
364111,The Anthem of the Heart,7.602,362,8852989,0,15.944,"Animation, Drama, Music, Romance",2015-09-19,tt4489416,Japan,ja,2318893.3636363638
615453,Ne Zha,7.906,362,742500000,20000000,17.093,"Animation, Fantasy, Adventure",2019-07-26,tt10627720,China,zh,36.125
79697,Butter,5.837,362,175706,0,8.606,Comedy,2011-09-04,tt1349451,United States of America,en,2318893.3636363638
573164,An Egg Rescue,7.863,361,3606902,0,19.932,"Animation, Comedy, Adventure, Family",2021-08-12,tt8049994,Mexico,es,2318893.3636363638
10253,Dragon Wars: D-War,4.402,361,75108998,32000000,16.653,"Fantasy, Drama, Horror, Action, Thriller, Science Fiction",2007-08-01,tt0372873,South Korea,ko,1.3471561875
11194,Touching the Void,7.507,361,13885802,0,10.437,"Documentary, Action, Adventure, Drama",2003-09-05,tt0379557,United Kingdom,en,2318893.3636363638
616803,Breaking Surface,6.814,361,98157,0,11.252,"Action, Drama, Thriller",2020-02-14,tt10081762,"Belgium, Norway, Sweden",sv,2318893.3636363638
166076,Superman: Unbound,6.59,361,2915767,0,17.477,"Animation, Action, Adventure",2013-04-23,tt2617456,United States of America,en,2318893.3636363638
266639,Jem and the Holograms,5.533,361,2333684,5000000,9.172,"Fantasy, Music, Family",2015-10-22,tt3614530,United States of America,en,-0.5332632
317744,Careful What You Wish For,6.083,361,0,8000000,17.542,"Drama, Thriller",2015-05-06,tt1629242,United States of America,en,-1.0
1249,Hollywoodland,6.101,360,16803753,0,10.299,"Crime, Drama, Mystery, Thriller",2006-08-31,tt0427969,"Canada, United States of America",en,2318893.3636363638
184341,Hands of Stone,6.478,360,0,20000000,13.27,Drama,2016-08-26,tt1781827,"Panama, United States of America",en,-1.0
10426,Friday After Next,6.244,360,33526835,20000000,12.671,Comedy,2002-11-22,tt0293815,United States of America,en,0.67634175
9417,Wrongfully Accused,5.888,360,9623329,0,16.583,"Action, Adventure, Comedy",1998-07-23,tt0120901,United States of America,en,2318893.3636363638
464737,The End?,6.149,360,185469,0,11.944,Horror,2017-08-14,tt7085842,Italy,it,2318893.3636363638
575813,Better Days,8.183,360,225879065,0,14.964,Drama,2019-10-25,tt9586294,"China, Hong Kong",zh,2318893.3636363638
360365,Tini: The New Life of Violetta,7.319,359,17000172,19201483,11.197,"Comedy, Drama, Music",2016-05-04,tt5122374,"Argentina, Italy, Spain",es,-0.11464275962434776
272692,The Possession of Michael King,6.07,359,2405143,0,9.289,Horror,2014-08-14,tt2282016,United States of America,en,2318893.3636363638
2148,The Cotton Club,6.5,359,25928721,58000000,14.908,"Crime, Drama",1984-12-14,tt0087089,United States of America,en,-0.5529530862068965
11620,Quo Vadis,7.078,359,21037000,7623000,14.062,"Drama, History, Romance",1951-11-08,tt0043949,United States of America,en,1.7596746687655778
48303,Certified Copy,6.971,359,7736632,7000000,10.335,"Drama, Romance",2010-05-18,tt1020773,"Belgium, France, Iran, Italy",fr,0.10523314285714286
16136,Juice,7.254,358,20146880,5000000,16.257,"Crime, Drama, Thriller",1992-01-17,tt0104573,United States of America,en,3.029376
24873,Death Wish 3,6.229,358,16116878,9000000,26.092,"Action, Crime, Drama",1985-11-01,tt0089003,United States of America,en,0.7907642222222222
2998,Zabriskie Point,7.1,358,1000000,7000000,10.306,Drama,1970-03-26,tt0066601,United States of America,en,-0.8571428571428571
2457,Children of Paradise,8.126,358,1457,0,17.278,"Drama, Romance",1945-03-15,tt0037674,France,fr,2318893.3636363638
11647,Infernal Affairs II,7.239,358,3208262,125000,19.274,"Action, Thriller, Crime",2003-10-01,tt0369060,Hong Kong,cn,24.666096
665828,Bigbug,5.28,358,0,14000000,10.982,"Science Fiction, Comedy",2022-02-11,tt11541872,France,fr,-1.0
680593,The Dark and the Wicked,6.123,358,289157,0,12.882,"Horror, Drama, Mystery",2020-10-29,tt10229558,United States of America,en,2318893.3636363638
17845,Loft,6.874,358,9168516,4185000,10.156,"Drama, Mystery, Romance",2008-10-21,tt0926762,Belgium,nl,1.190804301075269
10480,Nurse Betty,5.93,357,0,24000000,13.444,"Comedy, Crime, Thriller",2000-08-30,tt0171580,"Germany, United States of America",en,-1.0
48492,Detective Dee and the Mystery of the Phantom Flame,6.566,357,51723285,13000000,14.293,"Action, Adventure, Drama, Mystery",2010-09-18,tt1123373,"China, Hong Kong",zh,2.978714230769231
356298,Don't Think Twice,6.416,357,4417667,0,6.793,"Comedy, Drama",2016-07-22,tt4972062,United States of America,en,2318893.3636363638
11577,Pat Garrett & Billy the Kid,7.171,357,11000000,4638783,12.898,Western,1973-05-23,tt0070518,United States of America,en,1.3713116134123973
146229,Kristy,6.116,357,0,6900000,11.682,"Thriller, Horror",2014-08-07,tt2027136,United States of America,en,-1.0
365045,Heidi,7.108,357,0,8800000,14.026,"Adventure, Family",2015-12-10,tt3700392,"Germany, Switzerland",de,-1.0
464502,Acrimony,6.758,357,34764055,20000000,8.641,Thriller,2018-03-30,tt6063050,United States of America,en,0.73820275
2690,Irma la Douce,7.451,357,25200000,5000000,14.768,"Comedy, Romance",1963-06-05,tt0057187,United States of America,en,4.04
842675,The Wandering Earth II,7.238,357,604380922,73801827,80.892,"Science Fiction, Action, Drama",2023-01-22,tt13539646,China,zh,7.189240653893298
10862,Bounce,5.737,357,36779296,35000000,11.993,"Drama, Romance",2000-11-15,tt0186894,United States of America,en,0.05083702857142857
12658,Someone Like You...,5.941,356,38689940,23000000,15.862,"Comedy, Romance",2001-03-30,tt0244970,United States of America,en,0.6821713043478261
27813,Basket Case,6.383,356,0,35000,10.879,"Comedy, Horror",1982-04-02,tt0083624,United States of America,en,-1.0
77561,EVA,6.397,356,0,7971518,11.537,"Science Fiction, Drama",2011-10-06,tt1298554,"France, Spain",es,-1.0
36968,Life-Size,6.205,356,0,7000000,12.155,"TV Movie, Family, Comedy, Fantasy",2000-03-05,tt0200809,United States of America,en,-1.0
10077,A Sound of Thunder,4.774,356,11665465,80000000,9.5,"Thriller, Science Fiction, Adventure, Action",2005-05-15,tt0318081,"Czech Republic, Germany, Switzerland, United Kingdom, United States of America",en,-0.8541816875
13973,Choke,6.111,356,3982459,3000000,11.984,"Comedy, Drama",2008-09-26,tt1024715,United States of America,en,0.3274863333333333
10859,Stakeout,6.4,356,65700000,14500000,10.468,"Action, Comedy, Romance",1987-08-05,tt0094025,United States of America,en,3.5310344827586206
31359,Would I Lie to You? 2,6.17,356,42700000,12560000,7.193,Comedy,2001-02-07,tt0214289,France,fr,2.3996815286624202
39356,Boy,7.341,356,9116968,0,10.71,"Drama, Comedy",2010-02-14,tt1560139,New Zealand,en,2318893.3636363638
364051,The Innocents,7.1,356,1063893,0,10.219,"Drama, History",2016-02-10,tt4370784,"Belgium, France, Poland",fr,2318893.3636363638
11018,Year of the Dragon,6.848,356,18707466,24000000,13.363,"Action, Crime, Thriller",1985-08-16,tt0090350,United States of America,en,-0.22052225
523936,Meander,6.083,356,700000,0,20.396,"Horror, Science Fiction, Drama, Thriller",2021-07-01,tt5752192,France,fr,2318893.3636363638
309302,Wolf Totem,6.511,356,123205624,38000000,7.124,"Adventure, Drama",2015-02-19,tt2909116,China,zh,2.242253263157895
12707,Orca,6.138,356,14717854,17500000,17.71,"Adventure, Horror, Thriller",1977-07-22,tt0076504,United States of America,en,-0.15897977142857142
12626,Broadcast News,6.733,356,67330500,20000000,13.535,"Comedy, Romance",1987-12-16,tt0092699,United States of America,en,2.366525
381890,The Mermaid,6.497,355,553810228,60720000,14.783,"Comedy, Fantasy, Romance",2016-02-08,tt4701660,"China, Hong Kong",zh,8.120721805006587
758330,"Good Luck to You, Leo Grande",6.982,355,7589829,0,19.645,"Comedy, Romance, Drama",2022-06-16,tt13352968,United Kingdom,en,2318893.3636363638
906221,Magic Mike's Last Dance,6.8,355,52000000,45000000,27.894,"Comedy, Drama, Romance",2023-02-09,tt16280138,United States of America,en,0.15555555555555556
736769,They Cloned Tyrone,6.775,355,0,47000000,32.841,"Comedy, Science Fiction, Mystery",2023-06-14,tt9873892,United States of America,en,-1.0
12476,The Hidden,6.9,355,9747988,5000000,12.167,"Horror, Science Fiction, Thriller",1987-10-30,tt0093185,United States of America,en,0.9495976
11059,House of the Dead,3.152,355,13818181,12000000,15.847,"Horror, Action, Thriller",2003-04-11,tt0317676,"Canada, Germany, Japan, United States of America",en,0.15151508333333333
373072,Tickled,7.172,355,923000,0,7.796,Documentary,2016-05-26,tt5278506,New Zealand,en,2318893.3636363638
7341,The Rage: Carrie 2,5.649,355,17762705,21000000,13.537,"Horror, Thriller, Science Fiction",1999-03-11,tt0144814,United States of America,en,-0.15415690476190477
16441,The Beastmaster,6.32,355,14056528,8000000,17.173,"Fantasy, Adventure, Action",1982-08-16,tt0083630,United States of America,en,0.757066
12187,Heart and Souls,6.9,354,16589540,0,17.209,"Fantasy, Comedy, Romance",1993-08-13,tt0107091,United States of America,en,2318893.3636363638
72432,Puncture,6.668,354,68945,0,14.11,"Drama, Mystery",2011-09-23,tt1582248,United States of America,en,2318893.3636363638
12151,Ruthless People,6.606,354,71600000,11000000,10.147,Comedy,1986-06-26,tt0091877,United States of America,en,5.509090909090909
38093,Just Wright,6.36,354,21520719,0,11.706,"Comedy, Drama, Romance",2010-05-14,tt1407061,United States of America,en,2318893.3636363638
10217,The Sweet Hereafter,6.905,354,7951247,5000000,12.614,Drama,1997-09-25,tt0120255,Canada,en,0.5902494
508018,The Warning,6.013,354,0,4642619,6.795,"Thriller, Drama, Fantasy",2018-03-10,tt3711510,Spain,es,-1.0
12596,Pushing Tin,5.849,354,8408835,33000000,15.645,"Comedy, Drama",1999-04-23,tt0120797,"Germany, United States of America",en,-0.7451868181818182
302150,The Hunter's Prayer,5.715,354,0,17000000,11.825,"Action, Thriller",2017-06-08,tt2674358,"Germany, Spain, United Kingdom, United States of America",en,-1.0
399031,Happy End,6.132,353,0,13600000,11.099,Drama,2017-06-21,tt5304464,"Austria, France, Germany",fr,-1.0
52505,The Other Woman,6.169,353,1451343,30000000,14.413,Drama,2010-10-28,tt1032825,United States of America,en,-0.9516219
10726,American Psycho II: All American Girl,4.5,353,0,10000000,225.504,"Horror, Thriller",2002-04-22,tt0283877,United States of America,en,-1.0
24124,The Burning,6.245,353,0,1500000,11.984,Horror,1981-05-08,tt0082118,"United States of America, Canada",en,-1.0
34069,Cargo,5.894,353,0,4500000,10.507,"Thriller, Mystery, Science Fiction",2009-09-24,tt0381940,Switzerland,de,-1.0
9413,Picture Perfect,5.689,353,44332015,19000000,10.773,"Romance, Comedy",1997-08-01,tt0119896,United States of America,en,1.3332639473684211
103269,Superman vs. The Elite,6.928,353,0,3500000,17.009,"Science Fiction, Animation, Action",2012-06-12,tt2224455,United States of America,en,-1.0
59421,Bedevilled,7.166,353,0,700000,10.752,"Thriller, Crime, Drama, Horror",2010-08-19,tt1646959,South Korea,ko,-1.0
451995,Faces Places,7.669,353,1108983,0,10.563,Documentary,2017-06-28,tt5598102,France,fr,2318893.3636363638
266082,Girlhood,6.439,352,60765,0,7.943,Drama,2014-10-22,tt3655522,France,fr,2318893.3636363638
280002,The Remaining,6.013,352,1169603,0,35.378,"Thriller, Horror",2014-08-25,tt2714380,United States of America,en,2318893.3636363638
35052,Cracks,6.668,352,101860,0,16.556,"Drama, Mystery, Thriller",2009-12-04,tt1183665,"Ireland, United Kingdom",en,2318893.3636363638
425980,Brad's Status,6.266,352,2400000,0,7.588,"Comedy, Drama",2017-09-14,tt5884230,United States of America,en,2318893.3636363638
4954,Drop Zone,5.625,352,28735315,45000000,14.965,"Action, Thriller",1994-12-08,tt0109676,United States of America,en,-0.3614374444444444
2212,Nightwatch,6.013,351,1179002,0,10.938,"Drama, Horror, Mystery, Thriller",1997-01-31,tt0119791,United States of America,en,2318893.3636363638
54540,Beverly Hills Chihuahua 2,5.872,351,0,12000000,14.845,"Comedy, Family",2011-02-01,tt1482393,United States of America,en,-1.0
11056,Darkness,5.647,351,33988736,10600000,9.726,Horror,2002-10-11,tt0273517,"Spain, United States of America",en,2.206484528301887
14456,Shrooms,4.865,351,4910682,0,11.896,"Horror, Mystery",2007-08-16,tt0492486,"Ireland, United Kingdom, Denmark",en,2318893.3636363638
244539,Infinitely Polar Bear,6.637,351,1430655,6700000,9.594,"Drama, Comedy",2014-01-18,tt1969062,United States of America,en,-0.7864694029850746
10349,The Dark Half,5.996,351,10611160,15000000,10.934,"Mystery, Horror",1993-04-23,tt0106664,United States of America,en,-0.2925893333333333
10874,Muppet Treasure Island,6.634,351,34327391,31000000,14.439,"Action, Comedy, Music, Family, Adventure, Romance",1996-02-16,tt0117110,"United Kingdom, United States of America",en,0.1073351935483871
334522,Alone in Berlin,6.712,351,33125,0,21.019,"War, Thriller, Drama",2016-02-15,tt3026488,"France, Germany, United Kingdom",en,2318893.3636363638
9491,Blue Steel,5.803,350,8217997,0,11.87,Thriller,1990-03-16,tt0099160,United States of America,en,2318893.3636363638
335360,My Little Pony: The Movie,7.2,350,61294644,6000000,19.283,"Family, Animation, Adventure, Fantasy",2017-10-05,tt4131800,"Canada, United States of America",en,9.215774
12185,Heaven Can Wait,6.6,350,98800000,15000000,12.228,"Fantasy, Comedy, Romance",1978-06-28,tt0077663,United States of America,en,5.586666666666667
9275,Death to Smoochy,5.92,350,8382938,55000000,13.733,"Comedy, Crime, Drama, Thriller",2002-03-29,tt0266452,"Germany, United Kingdom, United States of America",en,-0.8475829454545455
59981,Legends of Oz: Dorothy's Return,6.339,350,18662027,70000000,12.267,"Animation, Family, Fantasy",2014-05-08,tt0884726,"India, United States of America",en,-0.7333996142857143
6058,The Patriot,5.674,350,0,25000000,11.361,"Action, Thriller",1998-07-10,tt0120786,United States of America,en,-1.0
8696,Calendar Girls,6.576,350,96542059,10000000,11.398,"Drama, Comedy",2003-09-02,tt0337909,"United Kingdom, United States of America",en,8.6542059
43920,Dog Pound,7.233,350,430041,0,9.344,Drama,2010-04-24,tt1422020,"Canada, France, United Kingdom",en,2318893.3636363638
592863,Respect,6.774,350,31217372,0,13.705,"Drama, Music, History",2021-08-12,tt2452150,"Canada, United States of America",en,2318893.3636363638
6639,Love in the Time of Cholera,6.606,349,4607608,45000000,12.176,"Drama, Romance",2007-10-04,tt0484740,United States of America,en,-0.8976087111111111
